"","time_mya","t_mean","t_median","t_sd","t_min","t_max","p_mean","p_median","p_sd","area_arid","area_non_arid","prop_arid","n_grid_cell"
"124",20.5,14.6708802709059,14.1978939275205,2.06729673666881,11.0467193488796,23.0784911814001,0.0541306123911527,0,0.123297751513917,13,772,0.0165605095541401,785
"125",20.667,14.6335637210003,14.1844007218347,2.00067655808273,11.3203903546372,22.9710049508098,0.0529226879849226,0,0.121577851625773,12,772,0.0153061224489796,784
"126",20.833,14.6393304748477,14.2030420655455,1.99402763680152,10.8037354281948,23.0804214477539,0.0517181824804905,0,0.118533509694114,10,777,0.0127064803049555,787
"127",21,14.6154540578853,14.1855506993675,1.98648766136343,11.5662453052769,22.9182305518403,0.0502538825336146,0,0.11549664552031,9,777,0.0114503816793893,786
"128",21.167,14.6002247622287,14.1784339934003,1.95455103211666,11.4489458469037,22.7940728277892,0.0494013596440666,0,0.114152645132068,9,779,0.0114213197969543,788
"129",21.333,14.5627185788506,14.2026662826538,1.89658088975278,11.2275432262762,22.6997524585384,0.0487190393104969,0,0.113036092666351,9,785,0.0113350125944584,794
"130",21.5,14.5287032358856,14.2038842038917,1.82378490171964,11.2293292750423,22.5663014467852,0.0475762670317858,0,0.111162573118471,9,787,0.0113065326633166,796
"131",21.667,14.4821113959206,14.1536512808738,1.77899778243117,10.9342823333358,22.5742611306695,0.0466492477653652,0,0.110181807586304,9,787,0.0113065326633166,796
"132",21.833,14.4181553226028,14.1717400134272,1.68821178986645,10.5145331012184,22.3107504053873,0.0453619166564344,0,0.10831934883371,9,785,0.0113350125944584,794
"133",22,14.4047736220749,14.1533572992879,1.69787642527971,10.1864891611408,22.2111608869958,0.0447537637384399,0,0.107309050666726,8,790,0.0100250626566416,798
"134",22.167,14.4317121548643,14.1621257586137,1.72194576515627,10.6142728298357,22.0440782038985,0.043877644911718,0,0.105292214831949,7,800,0.00867410161090459,807
"135",22.333,14.4206772029616,14.1545708630221,1.74934307648781,11.2293399205842,22.3658532022456,0.0435021188647392,0,0.104340723100914,7,804,0.00863131935881628,811
"136",22.5,14.3984907964416,14.1401132841933,1.66665271541587,11.1174855409998,22.0218051042188,0.0435186755748055,0,0.103886910534883,6,810,0.00735294117647059,816
"137",22.667,14.4014917843262,14.1653337478638,1.64770659580821,11.2201179965595,22.1838804836884,0.0435169504196428,0,0.102394319485829,5,825,0.00602409638554217,830
"138",22.833,14.3982333915662,14.1796003181555,1.62254081307561,10.9503369411756,21.7403651713138,0.0436055694028044,0,0.10336954653728,6,832,0.00715990453460621,838
"139",23,14.4059567113677,14.1873639754741,1.6659468292933,10.4782592642364,21.7437580572421,0.0424382229266305,0,0.101720659696818,6,844,0.00705882352941176,850
"140",23.167,14.3321111116624,14.1553753878245,1.58168563522144,10.6059854457961,21.8845890319334,0.0416256913935346,0,0.100727994457226,6,844,0.00705882352941176,850
"141",23.333,14.3234838411865,14.1413588137669,1.52288465229389,10.80497112373,21.8845200725962,0.0410859502001517,0,0.0997589022747234,6,848,0.00702576112412178,854
"142",23.5,14.274758886023,14.1542530246834,1.45123355037435,10.3646360512723,20.7996146363289,0.0404910204524814,0,0.0986680371845307,5,848,0.00586166471277843,853
"143",23.667,14.2549257088176,14.1520212304606,1.44492836271924,10.0111731123173,20.6041946786609,0.0390077298592557,0,0.0957935340511227,5,850,0.00584795321637427,855
"144",23.833,14.2567708062148,14.1303248835657,1.44370709168696,10.180173560283,20.1953726964078,0.0387563157976695,0,0.0949764487142955,5,854,0.00582072176949942,859
"145",24,14.2363547682467,14.116573379122,1.40538168711035,10.6827120899988,20.0144731171958,0.0383134160438721,0,0.0941191961769083,4,861,0.0046242774566474,865
"146",24.167,14.2054011673972,14.1051736369951,1.40325460252081,10.7869496275342,20.3412654988138,0.0370338872697657,0,0.0923118194347362,4,864,0.00460829493087558,868
"147",24.333,14.1795310435427,14.1003673497751,1.3964995031598,10.8774828057251,20.8773938724733,0.0357811763103341,0,0.0902033199291133,4,864,0.00460829493087558,868
"148",24.5,14.1848050245636,14.1230036462749,1.37097672005016,10.5936260223389,20.4381696539694,0.03554959555012,0,0.0901751796594581,4,872,0.0045662100456621,876
"149",24.667,14.1570219152813,14.1260347716238,1.34521901021457,10.1383333206177,20.1712314574016,0.0350556082025939,0,0.089455594494142,4,871,0.00457142857142857,875
"150",24.833,14.1027666603932,14.0631513152604,1.27712097957669,9.87302398681641,19.4321584598398,0.0342823414267429,0,0.088502650989554,4,870,0.0045766590389016,874
"151",25,14.0767186343949,14.0652551417259,1.27430155924275,9.99508380889893,19.0853187180303,0.0349052153156971,0,0.0899013339891215,4,870,0.0045766590389016,874
"152",25.167,14.1461478927291,14.1015638934688,1.31390829153417,10.10888671875,19.1471816456498,0.037667484917425,0,0.0881270999805206,4,871,0.00457142857142857,875
"153",25.333,14.2344658395789,14.1609830865247,1.33541314465815,9.7157621383667,19.3777344367551,0.0416361959027289,0,0.0899003608224708,3,872,0.00342857142857143,875
"154",25.5,14.3013184288741,14.2120820090927,1.33017410068214,9.92776966094971,19.1158770710832,0.0454048732304836,0,0.0924236221971032,3,871,0.0034324942791762,874
"155",25.667,14.3887831707112,14.2681795099976,1.35602982734876,10.0541769608457,19.3587750403801,0.0478305318181072,0,0.0927848666371018,0,879,0,879
"156",25.833,14.4653837127619,14.3437563234214,1.38192786154358,9.91719878996993,19.3785587450112,0.0519243765875398,0,0.0972155936053679,0,879,0,879
"157",26,14.515193592035,14.3955989122889,1.41502184783375,9.81382528889077,19.6535428168917,0.0555007927819761,0,0.102074087217447,1,877,0.00113895216400911,878
"158",26.167,14.5898770393999,14.4668662122946,1.45110397601705,9.8768467100678,19.6723129189755,0.0585783586590667,0,0.106071201728716,1,879,0.00113636363636364,880
"159",26.333,14.6411693418152,14.4912638047758,1.47605601168648,9.8934099460513,20.1577683693313,0.0622806577786568,0,0.110896460459896,2,876,0.00227790432801822,878
"160",26.5,14.7028986238053,14.5725074407417,1.47745792541744,9.61642252061962,19.4115426706709,0.0650471189996771,0,0.115601141820025,2,876,0.00227790432801822,878
"161",26.667,14.7502143291268,14.5984546502202,1.51292895531185,9.37159964498862,19.5419472991486,0.0676442218874708,0,0.120070986624331,2,877,0.00227531285551763,879
"162",26.833,14.8168764466048,14.6592411619659,1.53873040113838,9.49860268118271,19.6329158165135,0.0700065355709071,0,0.124027088863181,0,877,0,877
"163",27,14.8929226036989,14.7104566381163,1.55196256259803,9.98526391335394,19.7699018287787,0.0723285454347447,0,0.128373511179891,0,881,0,881
"164",27.167,14.9534980549164,14.7435951470896,1.59249753631594,10.3048761958839,19.9752317012927,0.0755437714900111,0,0.134283729061762,0,876,0,876
"165",27.333,15.0046551149764,14.7867416412703,1.60233119004974,10.242491825525,20.1913139942927,0.0772551567886349,0,0.13928502192873,3,880,0.00339750849377123,883
"166",27.5,15.0689125183238,14.834931783222,1.62051754742862,10.3699195709619,20.3966737177972,0.0793354165267768,0,0.144279126007252,6,881,0.00676437429537768,887
"167",27.667,15.1206700268569,14.8652631658566,1.64588211227662,10.4258337978114,19.9087133388513,0.0825505928450919,0,0.150686661553744,12,877,0.0134983127109111,889
"168",27.833,15.1984953077018,14.9250761333808,1.70221516949106,10.0082538235024,20.2108993530273,0.0861034767938576,0,0.157854587873237,20,868,0.0225225225225225,888
