genus,species,scientific_name_intepreted,catalogue_number,omit,institution,decimal_latitude_wgs84,decimal_longitude_wgs84,year,month,day,record_id,omit
Anilios,Anilios endoterus,Anilios endoterus,R.87757,,Australian Museum,-25.15,130.583,1975,10,20,187987dd-3379-4a74-82c4-8960813b3172,
Anilios,Anilios endoterus,Anilios endoterus,R166256,,Western Australian Museum,-25.930556,128.4525,NA,NA,NA,190aa2d1-0ace-4b57-b768-c9d04f864095,
Anilios,Anilios endoterus,Anilios endoterus,R155029,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,19f610ce-b110-4b55-869f-f07f37b4f290,
Anilios,Anilios endoterus,Anilios endoterus,R62162,,South Australian Museum,-25.9306,128.4525,2006,10,1,1b70ee9e-7991-42b4-a3c0-a086ceab9d9e,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56669.1,,South Australian Museum,-30.43,136.88,1981,12,23,1be9381a-da6c-4548-b6c0-ec79c9f67376,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56665.1,,South Australian Museum,-30.55,136.88,NA,NA,NA,1c1559e6-c434-4867-866c-82121875e661,
Anilios,Anilios endoterus,Anilios endoterus,R21202,,South Australian Museum,-30.43,136.85,1981,12,23,1cbe2c65-1084-4e96-8888-b739355ce3a6,
Anilios,Anilios endoterus,Anilios endoterus,R169230,,Western Australian Museum,-28.2,123.6,NA,NA,NA,1cd2520a-b1ad-48ee-aba3-8a27209468e9,
Anilios,Anilios endoterus,Anilios endoterus,R155012,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,1d060625-ee54-40a9-b206-1f8677e25c7d,
Anilios,Anilios endoterus,Anilios endoterus,R155020,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,1d450185-768e-4bf6-b8c1-0392f6f7f88d,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56668.2,,South Australian Museum,-30.43,136.88,1981,12,23,1e1c71a3-3047-4843-9a99-0cb6eedadf24,
Anilios,Anilios endoterus,Anilios endoterus,R169214,,Western Australian Museum,-28.2,123.6,NA,NA,NA,1e3db821-a7e6-4a25-bf00-a9fb76d0903c,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56666.1,,South Australian Museum,-30.43,136.9,1981,12,23,1e880b5b-8218-485f-8dfc-89fd154beab3,
Anilios,Anilios endoterus,Anilios endoterus,R14236,,Museum and Art Gallery of the Northern Territory,-25.35,131.017,1988,10,18,1f21e006-223c-4669-97d0-babe8b4f3745,
Anilios,Anilios endoterus,Anilios endoterus,ABTC91749,,South Australian Museum,-25.9353,128.4378,2006,9,30,1f92c6fa-bcaf-48b7-b971-893267eee989,
Anilios,Anilios endoterus,Anilios endoterus,R36287,,South Australian Museum,-25.3,131.7,1989,1,5,2038c86d-33a3-4b55-8de1-8e42701bffc8,
Anilios,Anilios endoterus,Anilios endoterus,R147208,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,20606cde-80cc-4d9b-adef-e9fdd9e30375,
Anilios,Anilios endoterus,Anilios endoterus,ABTC4230.1,,South Australian Museum,-25.52,131.82,1985,12,12,208fe66e-e989-44e8-bb13-884469f5d022,
Anilios,Anilios endoterus,Anilios endoterus,R.155414,,Australian Museum,-29.03082,141.5236,1999,11,8,20abe8ce-7f27-423f-8cff-f14d7a3e9634,
Anilios,Anilios endoterus,Anilios endoterus,R169216,,Western Australian Museum,-28.2,123.6,NA,NA,NA,21d9b080-c7da-4378-8baf-8630928e6bde,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56677.1,,South Australian Museum,-29.1722,134.2333,1984,10,29,22103030-8c8c-44ab-81fa-63be17f4f5df,
Anilios,Anilios endoterus,Anilios endoterus,R.151737.001,,Australian Museum,-29.03555,141.19555,1997,11,5,231d71a6-ed7c-4770-abb1-8b450dbf9c80,
Anilios,Anilios endoterus,Anilios endoterus,ABTC58003,,South Australian Museum,-31.5769,136.6258,1994,10,24,2342bae0-3f9b-49fd-8f31-e1c14864ee96,
Anilios,Anilios endoterus,Anilios endoterus,R147234,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,24b8f9bf-84b1-4f49-9e23-1b8d7dc0a51d,
Anilios,Anilios endoterus,Anilios endoterus,R47422,,South Australian Museum,-27.4236,133.2339,1996,3,24,2678aee3-a191-44aa-b9a9-cc4518f1ed26,
Anilios,Anilios endoterus,Anilios endoterus,R.87759,,Australian Museum,-25.15,130.583,1975,10,20,2696249d-0e42-4e63-acec-4e8be875e19f,
Anilios,Anilios endoterus,Anilios endoterus,R147193,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,269a0be5-7d73-410c-a325-83a624ac3499,
Anilios,Anilios endoterus,Anilios endoterus,R169215,,Western Australian Museum,-28.2,123.6,NA,NA,NA,269f071e-c6b8-46f0-ad74-8700ad0124cc,
Anilios,Anilios endoterus,Anilios endoterus,R173074,,Western Australian Museum,-23.241111,122.816389,NA,NA,NA,26a00e99-5e9b-467f-afad-02b6e17ca145,
Anilios,Anilios endoterus,Anilios endoterus,ABTC40542,,South Australian Museum,-26.65,130.82,1985,9,16,26b30209-1ac6-427b-b890-b24d49cf8d8c,
Anilios,Anilios endoterus,Anilios endoterus,R14882.D,,South Australian Museum,-30.85,140.57,1975,9,24,27fd8796-c62f-4d95-8462-fb9d1c91ccdb,
Anilios,Anilios endoterus,Anilios endoterus,R3105,,South Australian Museum,-25.22,133.18,1950,9,11,2810d969-59a8-427b-bad6-bda550497d6e,
Anilios,Anilios endoterus,Anilios endoterus,ABTC38478,,South Australian Museum,-27.2922,140.2906,NA,NA,NA,288ca94e-2614-47f2-8772-35ddbbfd4e47,
Anilios,Anilios endoterus,Anilios endoterus,R.151640.001,,Australian Museum,-29.03555,141.19555,1997,10,31,28974052-9745-40f9-8b57-35a9de4f462e,
Anilios,Anilios endoterus,Anilios endoterus,R147182,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,28f1177e-1949-44da-834b-482f928ab0b3,
Anilios,Anilios endoterus,Anilios endoterus,R17581,,Museum and Art Gallery of the Northern Territory,-24,133.9,1985,11,15,293779fb-42d4-4c95-be03-438d7f8a7d35,
Anilios,Anilios endoterus,Anilios endoterus,R36962,,Museum and Art Gallery of the Northern Territory,-24.553,133.254,2013,5,22,2b16d98b-94b9-4212-8aae-f5005eb29b0f,
Anilios,Anilios endoterus,Anilios endoterus,R169233,,Western Australian Museum,-28.2,123.6,NA,NA,NA,2b251125-9905-48b6-bb62-427660f2de88,
Anilios,Anilios endoterus,Anilios endoterus,R102680,,Western Australian Museum,-24.104722,120.325,NA,NA,NA,2b575c83-984f-4201-8cb9-3613557164f2,
Anilios,Anilios endoterus,Anilios endoterus,R45446,,South Australian Museum,-27.0433,131.2933,1995,3,15,2b7e1a18-3dae-4d3c-812e-30b8abb77961,
Anilios,Anilios endoterus,Anilios endoterus,R19043,,South Australian Museum,-28.92,133.97,1978,10,23,2baeb6c2-e968-441f-aad1-f019a60df3ef,
Anilios,Anilios endoterus,Anilios endoterus,R62044,,South Australian Museum,-24.6286,128.7556,2006,9,23,2bbeff5b-f496-486b-bbf2-63fcfae66026,
Anilios,Anilios endoterus,Anilios endoterus,R62143,,South Australian Museum,-25.8917,128.4269,2006,10,1,2bca47e6-f159-4794-b44f-19cf8afe52ad,
Anilios,Anilios endoterus,Anilios endoterus,ABTC64237.2,,South Australian Museum,-30.2503,131.5458,1987,10,13,2c1deda4-fb1a-416c-83fd-e7a1550da18d,
Anilios,Anilios endoterus,Anilios endoterus,D67499,,Museums Victoria,-25.03,134.4,1994,10,NA,2c85c097-17ae-4a45-b14c-046d6b9e627f,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56669.2,,South Australian Museum,-30.43,136.88,1981,12,23,2c88baa0-fe52-4aa3-9a2a-41e90917b66f,
Anilios,Anilios endoterus,Anilios endoterus,R44676,,South Australian Museum,-27.32,133.3,NA,NA,NA,2cbd9973-cf05-4ac5-a9ad-02b4ebdf29f5,
Anilios,Anilios endoterus,Anilios endoterus,R147201,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,2d6c9829-6cf8-4509-bb94-07c3be14fe58,
Anilios,Anilios endoterus,Anilios endoterus,R147187,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,2df60a99-97a3-4666-9c46-ae98b3e3f045,
Anilios,Anilios endoterus,Anilios endoterus,R147190,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,2e47b158-70f5-4b52-9e7f-eab8b57e5a27,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56665.5,,South Australian Museum,-30.55,136.88,NA,NA,NA,2f1b3f11-8bee-4123-8307-afd5fbb3f89c,
Anilios,Anilios endoterus,Anilios endoterus,R51038,,South Australian Museum,-27.2922,140.2906,NA,NA,NA,30ecfba0-bb79-4869-a9c3-27758c3a13b5,
Anilios,Anilios endoterus,Anilios endoterus,R.155429.001,,Australian Museum,-29.03555,141.19555,1999,11,8,3125b8b8-7d5d-41cb-aa13-36840e8d700e,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56666.2,,South Australian Museum,-30.43,136.9,1981,12,23,31271e4e-cdfc-498c-b610-6f4bda7959e9,
Anilios,Anilios endoterus,Anilios endoterus,R34045,,Museum and Art Gallery of the Northern Territory,-23.05,132.033,1970,6,8,315f0f13-ac25-482e-aca3-9e146e8a0474,
Anilios,Anilios endoterus,Anilios endoterus,R34086,,Museum and Art Gallery of the Northern Territory,-25.35,131.033,1978,10,NA,319e0fda-56cf-46d3-9805-56d450a809eb,
Anilios,Anilios endoterus,Anilios endoterus,R113117,,Western Australian Museum,-28,122.9,NA,NA,NA,319f53ed-985e-46b5-8cd0-55527db2d2b5,
Anilios,Anilios endoterus,Anilios endoterus,ABTC91627,,South Australian Museum,-24.5594,128.7097,2006,9,27,31ef4d1b-a52c-4054-b6c8-b4806a6992cc,
Anilios,Anilios endoterus,Anilios endoterus,R155030,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,320f2c4a-7b36-4257-8e61-06902a1e0dae,
Anilios,Anilios endoterus,Anilios endoterus,R169229,,Western Australian Museum,-28.2,123.6,NA,NA,NA,327736cd-377a-4915-b796-e5052d9efa9b,
Anilios,Anilios endoterus,Anilios endoterus,R34080,,Museum and Art Gallery of the Northern Territory,-23.7,133.883,1976,10,NA,32e8ab9f-a8e1-4b2d-9848-48b5e019f828,
Anilios,Anilios endoterus,Anilios endoterus,R147194,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,32f5afc7-8093-4bcd-8e76-510d22857630,
Anilios,Anilios endoterus,Anilios endoterus,R166253,,Western Australian Museum,-24.707222,128.760278,NA,NA,NA,332ce651-0f18-4cb0-87c6-938568563700,
Anilios,Anilios endoterus,Anilios endoterus,ABTC91733,,South Australian Museum,-25.8917,128.4269,2006,10,1,33972c1b-834a-4b5a-a317-a789a91bd9ef,
Anilios,Anilios endoterus,Anilios endoterus,R169217,,Western Australian Museum,-28.2,123.6,NA,NA,NA,33fb39cd-baa6-46c1-99fc-64b47794779b,
Anilios,Anilios endoterus,Anilios endoterus,R155013,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,340f7d32-3650-4116-8093-7b3d4ba23eaf,
Anilios,Anilios endoterus,Anilios endoterus,R147199,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,34a3fc08-5ca1-4405-85f3-9af222b9d625,
Anilios,Anilios endoterus,Anilios endoterus,R71012,,South Australian Museum,-30.612511,139.531803,2017,11,10,34b00c80-ea6f-4ae7-902e-cb4e4107b4f7,
Anilios,Anilios endoterus,Anilios endoterus,R142882,,Western Australian Museum,-23.351389,122.663333,NA,NA,NA,34cf32f1-a530-4ac1-a7b7-797df6a73c71,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56662.5,,South Australian Museum,-30.45,136.88,1981,10,23,3528cc65-fa7f-40bc-8db6-1f7a295a78d9,
Anilios,Anilios endoterus,Anilios endoterus,R135150,,Western Australian Museum,-22.183333,122.266667,NA,NA,NA,354a6496-fa08-4ffd-93df-593d92fde1b1,
Anilios,Anilios endoterus,Anilios endoterus,ABTC91387,,South Australian Museum,-24.6286,128.7556,2006,9,23,35e29f1b-b18b-4cbd-8ca7-c6517b71af47,
Anilios,Anilios endoterus,Anilios endoterus,R94737,,Western Australian Museum,-22.329444,122.069167,NA,NA,NA,360f53f9-b3d5-4a67-a3f0-36b765e8ff40,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56677.4,,South Australian Museum,-29.1722,134.2333,1984,10,29,37b88f7d-b888-4c9f-8624-be88f07bac9c,
Anilios,Anilios endoterus,Anilios endoterus,R02349,,Museum and Art Gallery of the Northern Territory,-23.817,133.367,1975,12,20,37dfde3e-4fc9-4c95-8710-385194ae8b2d,
Anilios,Anilios endoterus,Anilios endoterus,R.114124,,Australian Museum,-25.766,138,1984,10,11,37f098b9-c9d0-47b1-ae26-f839502776ee,
Anilios,Anilios endoterus,Anilios endoterus,R.152987.001,,Australian Museum,-29.083,141.216,1998,9,30,37fc3e98-3b31-434e-8e55-f218deee064a,
Anilios,Anilios endoterus,Anilios endoterus,R.95346,,Australian Museum,-30.916,140.683,1978,9,4,382d73fc-b38d-44c4-86d1-a3e01ac2809b,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56677.6,,South Australian Museum,-29.1722,134.2333,1984,10,29,3864fe1c-89cf-4e0d-a2b6-cc7b90b33776,
Anilios,Anilios endoterus,Anilios endoterus,R65625,,South Australian Museum,-30.6847,135.5472,2010,10,27,38ac9c1c-189e-4b65-b84a-c4e4d4ab3be2,
Anilios,Anilios endoterus,Anilios endoterus,ABTC24747,,South Australian Museum,-29.1611,134.1083,1984,10,29,39107de7-cc71-4bad-bde0-506714e2c741,
Anilios,Anilios endoterus,Anilios endoterus,R155037,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,396873a9-db86-4e82-bd95-3c4477f1fcb9,
Anilios,Anilios endoterus,Anilios endoterus,R14270,,Museum and Art Gallery of the Northern Territory,-22.567,133.933,1988,11,26,397a5038-24d1-4f16-8e19-a67f91626d4c,
Anilios,Anilios endoterus,Anilios endoterus,R1575.A,,South Australian Museum,-23.95,132.77,NA,NA,NA,3a1c662b-6e7e-4adb-ad36-c91188e8cd31,
Anilios,Anilios endoterus,Anilios endoterus,R32446,,South Australian Museum,-27.18,140.15,1987,1,24,3a253bf8-416c-41c8-8415-171481611fe2,
Anilios,Anilios endoterus,Anilios endoterus,R63896,,South Australian Museum,-27.0519,140.6656,2008,9,23,3a43de99-6be0-4caa-ab26-ef58c0098530,
Anilios,Anilios endoterus,Anilios endoterus,R26648,,South Australian Museum,-29.1722,134.23,1984,10,28,3a4fcbf0-2505-4965-9c1d-0219afb636de,
Anilios,Anilios endoterus,Anilios endoterus,R.146248,,Australian Museum,-31.283,142.25,1994,10,25,3aa00e51-584e-4bf1-b0ba-dd21c2403d9c,
Anilios,Anilios endoterus,Anilios endoterus,R135151,,Western Australian Museum,-22.183333,122.266667,NA,NA,NA,3ae2549a-d416-4f95-9776-53733426b618,
Anilios,Anilios endoterus,Anilios endoterus,R135147,,Western Australian Museum,-22.183333,122.266667,NA,NA,NA,3b1b2ab5-961e-4049-8b08-70d598f0852e,
Anilios,Anilios endoterus,Anilios endoterus,ABTC125369,,South Australian Museum,-30.3594,137.9919,2011,10,23,3b8f488b-6c9b-4457-8ac5-1b31e303ba4a,
Anilios,Anilios endoterus,Anilios endoterus,ABTC38506,,South Australian Museum,-27.4231,140.2292,1998,3,13,3beeea63-ea5e-4b7e-b4e9-52f89a4f1f35,
Anilios,Anilios endoterus,Anilios endoterus,R147215,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,3c1286df-f028-4c51-a500-dbb382af770f,
Anilios,Anilios endoterus,Anilios endoterus,R15147,,Western Australian Museum,-26.133333,126.583333,NA,NA,NA,3cdb1dfb-4847-45da-b817-ae7bf1c0b60f,
Anilios,Anilios endoterus,Anilios endoterus,R11054,,Museum and Art Gallery of the Northern Territory,-24.3,131.6,1983,1,24,3d788737-fa74-4672-bc31-a2b3d4409507,
Anilios,Anilios endoterus,Anilios endoterus,ABTC24008,,South Australian Museum,-28.12,140.87,1990,1,20,3d937837-738e-46df-8632-27137377a840,
Anilios,Anilios endoterus,Anilios endoterus,R.155225,,Australian Museum,-29.03388,141.19694,1999,11,2,3d9eb93c-8e2e-4258-9983-93045017ee8a,
Anilios,Anilios endoterus,Anilios endoterus,R14630,,South Australian Museum,-27.6,133.6,NA,NA,NA,3db70d17-738a-4c01-bc80-c5e90c44cd36,
Anilios,Anilios endoterus,Anilios endoterus,R.155217,,Australian Museum,-29.1311,141.14916,1999,11,3,3e2f40c9-4230-4c11-9f21-25ac0f42c7d3,
Anilios,Anilios endoterus,Anilios endoterus,ABTC30933.2,,South Australian Museum,-25.3917,131.7667,1986,12,17,3e366e3a-e65e-4229-b677-0e0c68fd3520,
Anilios,Anilios endoterus,Anilios endoterus,R169218,,Western Australian Museum,-28.2,123.6,NA,NA,NA,3e86a9cd-cd53-4bde-b811-4de1d7cfde26,
Anilios,Anilios endoterus,Anilios endoterus,R26684,,South Australian Museum,-29.3583,134.47,1984,10,25,3e9e07a1-5fdd-44c9-a5d4-004d0ee9b7fc,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56665.6,,South Australian Museum,-30.55,136.88,NA,NA,NA,3eca66f9-3d01-45cc-952b-2199a14f610f,
Anilios,Anilios endoterus,Anilios endoterus,R127183,,Western Australian Museum,-21.666667,121.583333,NA,NA,NA,3f0ba324-c017-454a-8153-c9087c110cc1,
Anilios,Anilios endoterus,Anilios endoterus,R147235,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,3f4ede63-5b00-4b97-aa9e-e73826169297,
Anilios,Anilios endoterus,Anilios endoterus,R22698,,Museum and Art Gallery of the Northern Territory,-25.833,133.15,1994,11,12,3f5ffb09-df49-48bd-850f-91e6a2bfe466,
Anilios,Anilios endoterus,Anilios endoterus,R.151740.001,,Australian Museum,-29.04416,141.30416,1997,11,5,3fd40735-751d-4a8d-8bba-81f41b1d1d7a,
Anilios,Anilios endoterus,Anilios endoterus,R169220,,Western Australian Museum,-28.2,123.6,NA,NA,NA,407fdcce-dd79-41ad-97de-20b4ef44c2e8,
Anilios,Anilios endoterus,Anilios endoterus,R22097,,Western Australian Museum,-26.1,126.666667,NA,NA,NA,40c2ed99-ee81-46c7-bca7-02c1a0e186a5,
Anilios,Anilios endoterus,Anilios endoterus,R50038,,South Australian Museum,-26.26,136.7942,1997,9,22,41aea3cc-9ca7-40c8-84a6-479e00fdb30c,
Anilios,Anilios endoterus,Anilios endoterus,R147202,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,420ceeb0-5090-49b9-81a9-bc90d6d11423,
Anilios,Anilios endoterus,Anilios endoterus,R157983,,Western Australian Museum,-23.296389,122.676944,NA,NA,NA,42dafd51-6c03-46a1-bec7-8bc54e75341b,
Anilios,Anilios endoterus,Anilios endoterus,R137918,,Western Australian Museum,-21.761111,122.223333,NA,NA,NA,43094613-9544-4bc7-9f25-302de1ca12a7,
Anilios,Anilios endoterus,Anilios endoterus,R156836,,Western Australian Museum,-26.766667,124.366111,NA,NA,NA,44006583-00de-4f18-82b9-f9ce23fe1a03,
Anilios,Anilios endoterus,Anilios endoterus,R22026,,Western Australian Museum,-26.133333,126.666667,NA,NA,NA,4477a961-99bf-427e-bfdd-d8da9753dbfc,
Anilios,Anilios endoterus,Anilios endoterus,R155027,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,44a7baa3-2ba6-4d30-9f2a-32d6bfff1181,
Anilios,Anilios endoterus,Anilios endoterus,R.114125,,Australian Museum,-25.766,138,1984,10,12,44d3a868-c2da-4230-8cd9-285bad27e158,
Anilios,Anilios endoterus,Anilios endoterus,R147223,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,4538b0b5-68a7-4703-bbbe-f64a68585163,
Anilios,Anilios endoterus,Anilios endoterus,R17588,,Museum and Art Gallery of the Northern Territory,-24,133.9,1987,11,22,45880fde-2c37-4f25-a614-8c9b5fe9841e,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56660.1,,South Australian Museum,-27.18,140.17,1980,10,5,45e5226e-7f8c-4733-a3f7-4444d0bee43f,
Anilios,Anilios endoterus,Anilios endoterus,R102628,,Western Australian Museum,-24.104722,120.325,NA,NA,NA,461955f6-b216-448c-8d52-56689b01f7d5,
Anilios,Anilios endoterus,Anilios endoterus,R166254,,Western Australian Museum,-24.800556,128.797222,NA,NA,NA,4645100b-b23a-4659-a4a2-3119c838a620,
Anilios,Anilios endoterus,Anilios endoterus,R147188,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,466e1a3b-6ca2-4814-854d-5a0ba2e6251d,
Anilios,Anilios endoterus,Anilios endoterus,R17782,,Western Australian Museum,-26.1,126.666667,NA,NA,NA,467c67dd-5ca5-41b4-aee0-7c378b42db8e,
Anilios,Anilios endoterus,Anilios endoterus,D67870,,Museums Victoria,-24.401,131.77,1995,3,20,47b94c35-fb83-451e-ac03-57934cab59ac,
Anilios,Anilios endoterus,Anilios endoterus,R44839,,South Australian Museum,-26.2486,131.7933,1994,10,15,47ca52d5-be08-4127-b2f2-670305f3b5d6,
Anilios,Anilios endoterus,Anilios endoterus,R.152987,,Australian Museum,-29.083,141.216,1998,9,30,47d744cb-7055-4334-bb5d-a8a94c86cdae,
Anilios,Anilios endoterus,Anilios endoterus,R129101,,Western Australian Museum,-27.364167,122.846389,NA,NA,NA,48f3a765-de30-4be8-b5db-119608381de1,
Anilios,Anilios endoterus,Anilios endoterus,R172184,,Western Australian Museum,-28.209722,127.571944,NA,NA,NA,491335b0-ed1d-42dd-a649-2e0c3c011df6,
Anilios,Anilios endoterus,Anilios endoterus,R22118,,Western Australian Museum,-26.933333,126.333333,NA,NA,NA,49196b9b-0e3d-4acf-a4d9-1d70b84591d5,
Anilios,Anilios endoterus,Anilios endoterus,R166261,,Western Australian Museum,-24.559444,128.709722,NA,NA,NA,4a3c1847-89b2-4ffc-92bc-8b05426dddd9,
Anilios,Anilios endoterus,Anilios endoterus,R15468,,Museum and Art Gallery of the Northern Territory,-25.283,130.917,1989,10,27,4b1c5a0a-36d5-4ceb-8f41-e998c5ac9f22,
Anilios,Anilios endoterus,Anilios endoterus,R147231,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,4b318acc-1eca-4cb6-9f50-f24afb6291ea,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56664.4,,South Australian Museum,-30.33,136.92,NA,NA,NA,4b4296e0-68b3-4525-bd3c-ff51811fb0be,
Anilios,Anilios endoterus,Anilios endoterus,R102873,,Western Australian Museum,-21.653889,121.566667,NA,NA,NA,4cc7d19f-fbd8-42e2-9afa-5f2d6bffa3f7,
Anilios,Anilios endoterus,Anilios endoterus,R155046,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,4cd9b997-306a-46d3-a60b-5d61117fb249,
Anilios,Anilios endoterus,Anilios endoterus,R155025,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,4cf3c07c-6483-4e0c-bdaf-228fca226a8b,
Anilios,Anilios endoterus,Anilios endoterus,R50024,,South Australian Museum,-26.5789,136.9536,1997,9,18,4d8d858a-7308-4679-bc6f-796e571842cc,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56668.5,,South Australian Museum,-30.43,136.88,1981,12,23,4db8d6cb-8ce3-493a-8e09-3f35fc5692d1,
Anilios,Anilios endoterus,Anilios endoterus,R34119,,Museum and Art Gallery of the Northern Territory,-23.917,137.267,NA,NA,NA,4e9280a3-f5d4-47d9-bb0b-0a990b155a7a,
Anilios,Anilios endoterus,Anilios endoterus,R169232,,Western Australian Museum,-28.2,123.6,NA,NA,NA,4eaf4191-d6ab-42c2-8189-104053d8f54b,
Anilios,Anilios endoterus,Anilios endoterus,R102725,,Western Australian Museum,-23.888333,120.521667,NA,NA,NA,4eb65517-6825-41e2-b8c7-502f26b13ba1,
Anilios,Anilios endoterus,Anilios endoterus,ABTC58133,,South Australian Museum,-30.8228,135.8217,1995,3,2,4ef54eca-fba1-4bc6-83a0-22e894443ab8,
Anilios,Anilios endoterus,Anilios endoterus,R47528,,South Australian Museum,-30.8228,135.8217,1996,3,15,4f33ee4a-6fc3-4ad1-ba56-2c331067cee7,
Anilios,Anilios endoterus,Anilios endoterus,R62127,,South Australian Museum,-25.9325,128.4411,2006,10,1,4f86f008-1bda-481a-96cb-754639555a90,
Anilios,Anilios endoterus,Anilios endoterus,R69021,,South Australian Museum,-28.24059,133.177602,2015,10,2,51dff650-21c2-4fa5-bd99-01a77be2c594,
Anilios,Anilios endoterus,Anilios endoterus,R23261,,Museum and Art Gallery of the Northern Territory,-22.833,130.033,1996,5,14,5224fb19-616b-4992-9cda-ee7313b37a32,
Anilios,Anilios endoterus,Anilios endoterus,R34079,,Museum and Art Gallery of the Northern Territory,-23.7,133.883,1976,1,8,52340b3f-b290-4755-b862-8c76dcf1da45,
Anilios,Anilios endoterus,Anilios endoterus,R147227,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,5260a6c1-aed9-4dae-b147-5851fc03d3be,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56664.6,,South Australian Museum,-30.33,136.92,NA,NA,NA,52bc6077-9d6c-4a0e-b76e-340ab0fb18d8,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56662.1,,South Australian Museum,-30.45,136.88,1981,10,23,534bafd9-ee28-4507-94f1-e5c85776c694,
Anilios,Anilios endoterus,Anilios endoterus,ABTC56675.6,,South Australian Museum,-28.67,140.22,1983,9,28,537f0816-5e5a-40fd-a18d-c0ed110bb470,
Anilios,Anilios endoterus,Anilios endoterus,R102696,,Western Australian Museum,-23.888333,120.521667,NA,NA,NA,53d9218e-22b1-4de3-a208-b807121d92b6,
Anilios,Anilios endoterus,Anilios endoterus,R147209,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,53edd697-7c7d-43b9-ba5d-228a35d45c94,
Anilios,Anilios endoterus,Anilios endoterus,R34040,,Museum and Art Gallery of the Northern Territory,-25.3,130.717,1982,2,14,544757d8-cc38-4603-88bc-1e5ac1366deb,
Anilios,Anilios endoterus,Anilios endoterus,R22703,,Museum and Art Gallery of the Northern Territory,-25.833,133.15,1994,10,7,5457522c-715b-46bd-adfd-86f81c7f3e46,
Anilios,Anilios endoterus,Anilios endoterus,R34088,,Museum and Art Gallery of the Northern Territory,-21.006,130.083,1965,2,27,54eca004-0d85-4e8e-adcd-c587f02a53ad,
Anilios,Anilios endoterus,Anilios endoterus,R166251,,Western Australian Museum,-24.693611,128.762778,NA,NA,NA,54fef37d-7084-440a-997e-eca72c4903b9,
Anilios,Anilios endoterus,Anilios endoterus,R22096,,Western Australian Museum,-26.1,126.666667,NA,NA,NA,5529eb27-9e01-4054-a7fc-7bd72e0cb519,
Anilios,Anilios endoterus,Anilios endoterus,R155049,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,55f84d80-e61e-4924-afcb-0e59d20d4124,
Anilios,Anilios endoterus,Anilios endoterus,R147191,,Western Australian Museum,-28.2,123.583333,NA,NA,NA,56138616-80cb-47aa-a0cc-6c28b4447235,
Anilios,Anilios endoterus,Anilios endoterus,R145079,,Western Australian Museum,-26.932778,125.278889,NA,NA,NA,564749f9-befe-4457-af72-96e8d2804e32,
Anilios,Anilios endoterus,Anilios endoterus,ABTC125418,,South Australian Museum,-30.125,137.7658,2011,10,28,56745373-a9c2-419f-8f1b-558dcb40e1a2,
Anilios,Anilios endoterus,Anilios endoterus,R08562,,Museum and Art Gallery of the Northern Territory,-19.3,136.067,1980,3,5,56750e88-a190-4ff1-b1e7-630e715b82ba,
